query,tfidf_result,chroma_result_1,chroma_result_2,chroma_result_3,chroma_id_1,chroma_id_2,chroma_id_3,tfidf_in_chroma_top3
@GloCare Deduct my credit for no reason ? Telling me I signed up for social whatever. Your customer care personnel giving dumb explanations. Kmt,@GloCare Deduct my credit for no reason ? Telling me I signed up for social whatever. Your customer care personnel giving dumb explanations. Kmt,@GloCare Deduct my credit for no reason ? Telling me I signed up for social whatever. Your customer care personnel giving dumb explanations. Kmt,@GloCare credit was just deducted from my account without me subscribing to anything. What seems to be the issue?,@GloCare @glocare  you are still  deducting my credit... you guys just want to empty my  account,2463705,2231262,1114477,True
@GloCare 07054106329,@GloCare  a feast for glo collecting tat funds as if I don't know wat to do wit money please delete all unnecessary things I didnt subscribe,@GloCare 07054106329,@GloCare 07054809732,@GloCare 08056107275,2463709,2334988,938984,False
@GloCare What upgrade ?,@GloCare What upgrade ?,@GloCare What upgrade ?,"@GloCare Morning, please is the upgrade over?
I would like a quick check on my account as I need to subscribe ASAP. Thanks","@GloCare Morning, please is the upgrade over?
I would like a quick check on my account as I need to subscribe ASAP. Thanks",2463711,2178898,2208783,True
@GloCare What is the problem please,@GloCare What is the problem please,@GloCare What is the problem please,@GloCare @GloCare what is the going on wih the error message?,@GloCare Please help solve my issue,2465302,2121844,209897,True
@GloCare 08055016254,@GloCare 08055016254,@GloCare 08055016254,@GloCare 08055248394,@GloCare 08072504244,2465301,549930,2414024,True
@GloCare Pls do something! It has been days now. @96040,@GloCare Pls do something! It has been days now. @96040,@GloCare Pls do something! It has been days now. @96040,@GloCare @117627 THIS IS VERY FRUSTRATING!,@GloCare Is working now,2469243,2024708,2092999,True
"@GloCare  for days network is bad in Kano State.  pls, do something or else we migrate to other networks.","@GloCare  for days network is bad in Kano State.  pls, do something or else we migrate to other networks.","@GloCare  for days network is bad in Kano State.  pls, do something or else we migrate to other networks.","@GloCare  pls, Glo network is really bad here 😪😪","@GloCare there hasn't been glo network for a week now in Gidan Kwano Area of niger state. You guys should fix this, its becoming frustrating every passing day",2469245,2573597,2159615,True
"@233520 @GloCare @117627 Oga, there is no network service to use the plan sef first first.. Can't subscribe what I can't use","@233520 @GloCare @117627 Oga, there is no network service to use the plan sef first first.. Can't subscribe what I can't use","@233520 @GloCare @117627 Oga, there is no network service to use the plan sef first first.. Can't subscribe what I can't use","@GloCare I subscribed to ur network yesterday , subscribed to a data plan it activated but I can't browse with it.","@GloCare hello guys, I can't subscribe for data plans on my line. Kindly assist. 08154131832. Monthly plan",2469247,2776580,276381,True
"@GloCare 08153619040, tecno camon c8, Port Harcourt - Trans / Woji / Elelenwon always no network connection.","@GloCare 08153619040, tecno camon c8, Port Harcourt - Trans / Woji / Elelenwon always no network connection.","@GloCare 08153619040, tecno camon c8, Port Harcourt - Trans / Woji / Elelenwon always no network connection.","@GloCare Tecno Camon C8, Lagos OJO, Can't use the internet.","@GloCare 08050563021. Port Harcourt. Tecno W3. 
No error message. Not just connecting to browse despite showing data connection. Horrendous",2469253,2092942,1802085,True
"@GloCare good days guys, I don't know what to do, am getting tired of this network, I can't enjoy browsing with your network anymore, for more than two weeks now, it's been issues, pls can someone do something about this. Thanks","@GloCare good days guys, I don't know what to do, am getting tired of this network, I can't enjoy browsing with your network anymore, for more than two weeks now, it's been issues, pls can someone do something about this. Thanks","@GloCare good days guys, I don't know what to do, am getting tired of this network, I can't enjoy browsing with your network anymore, for more than two weeks now, it's been issues, pls can someone do something about this. Thanks","@GloCare what the hell is wrong with your network for the past three days now, I find it difficult to browse in my room?","@GloCare Please do something about this poor network,i can't browse since 4pm this evening due to your bad network,Please and please",2469255,1329181,2443721,True
"@706391 @117627 hope U r seeing this, U need to super work on d quality of Ur services. Strong signals shldnt be better in one place &amp; poor in the oda, sometimes even 2 check balance; is error message, call @GloCare; number does not exist, total netwrk failure frm minutes to days etc","@706391 @117627 hope U r seeing this, U need to super work on d quality of Ur services. Strong signals shldnt be better in one place &amp; poor in the oda, sometimes even 2 check balance; is error message, call @GloCare; number does not exist, total netwrk failure frm minutes to days etc","@706391 @117627 hope U r seeing this, U need to super work on d quality of Ur services. Strong signals shldnt be better in one place &amp; poor in the oda, sometimes even 2 check balance; is error message, call @GloCare; number does not exist, total netwrk failure frm minutes to days etc",@GloCare Your data network has been very bad and it has now gotten worse . Dont do anything bcos i've made up my mind to port to oda ntwrk,"@GloCare @139868 Omu aran, kwara state. It is not only me. No glo network signal since ystrday morning.",2469257,1122573,127261,True
"@GloCare,
I bought N100 (*127*51#) data. I received 35 MB, but the info on Site says it should be 90 MB,  bonus inclusive. How do I get the total to be 90 MB?","@GloCare,
I bought N100 (*127*51#) data. I received 35 MB, but the info on Site says it should be 90 MB,  bonus inclusive. How do I get the total to be 90 MB?","@GloCare,
I bought N100 (*127*51#) data. I received 35 MB, but the info on Site says it should be 90 MB,  bonus inclusive. How do I get the total to be 90 MB?",@GloCare I tried to buy 90MB for N100 but I was only credited with 35MB. Please resolve Asap,@GloCare I thought N1000 is 4GB according to *777#. Why didn't I get that when I subscribed?,2469261,549931,2242972,True
@GloCare That's been understood. Thanks.,@GloCare That's been understood. Thanks.,@GloCare That's been understood. Thanks.,@GloCare OK. Thanks for the quick response.,@GloCare Ok. Thanks.,2469260,2769396,2965609,True
Dear @GloCare please stop sending me 3/4 different messages to prompt a single recharge....it doesn't show efficient customer service.,Dear @GloCare please stop sending me 3/4 different messages to prompt a single recharge....it doesn't show efficient customer service.,Dear @GloCare please stop sending me 3/4 different messages to prompt a single recharge....it doesn't show efficient customer service.,"@GloCare Dear Sir/madam my recharges is being siphoned from my mom's GLO line 07053245379.
Kindly stop this.

Thanks in Anticipation.","@GloCare I don't want messages about recharge to get bonus etc, it comes in every morning and it's really disturbing",2469264,1122569,1266230,True
"@GloCare Lately, your network in environs around lagos-ibadan expway has become poor especially the internet service. Kindly address this matter quickly. Downtime isn't good for business. Thank you","@GloCare Lately, your network in environs around lagos-ibadan expway has become poor especially the internet service. Kindly address this matter quickly. Downtime isn't good for business. Thank you","@GloCare Lately, your network in environs around lagos-ibadan expway has become poor especially the internet service. Kindly address this matter quickly. Downtime isn't good for business. Thank you","@GloCare your network is very poor and weak here in Makurdi, Benue State, Nigeria. Pls improve","@GloCare I have been having poor network in Victoria Island and Lagos Island, please fix it",2469266,443612,383986,True
@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,"@117627 @GloCare I have been complaining of the poor Glo data network where I live for about a year now.

I've supplied all the information you need i.e; phone number, device type, location etc etc via DM many many many times in the past.",2469268,2470834,443580,True
